Tenure,Salary,Department,JobSatisfaction,WorkLifeBalance,CommuteDistance,MaritalStatus,Education,PerformanceRating,TrainingHours,OverTime,NumProjects,YearsSincePromotion,ChurnLikelihood
3,69000,CS,4,3.5,Medium,Married,Bachelor,3.333,18,1,3,0,Less Likely
20,66500,IT,2,4,Medium,Married,Bachelor,3,12,1,3,6,Highly Likely
7,66500,HR,4,3.5,Long,Married,Bachelor,3,6,1,4,0,Less Likely
10,72000,IT,2,4,Medium,Single,Bachelor,4,30,1,4,2,Less Likely
5,71000,SL,3,3.5,Short,Single,High School,3,32,1,4,0,Less Likely
15,62000,CS,1,4,Medium,Married,High School,3.333,64,1,4,3,Highly Likely
8,76500,PM,4,4.5,Long,Married,Bachelor,3.667,30,0,4,0,Less Likely
17,94500,IT,3,4,Short,Married,Master,3.667,12,1,4,7,Less Likely
6,59000,HR,3,4,Medium,Married,High School,3.333,48,1,4,0,Less Likely
8,86000,QA,4,3.5,Medium,Single,Master,3.333,12,1,4,1,Less Likely
8,64500,PRO,2,3,Short,Married,Bachelor,3.667,18,1,3.62,2,Less Likely
3,71500,Legal,3,3.5,Short,Divorced,High School,3.667,32,1,3,0,Less Likely
8,61500,SL,4,3.5,Long,Divorced,Bachelor,4,30,1,4,1,Less Likely
7,66500,SL,1,4,Short,Divorced,Bachelor,3.667,30,1,4,0,Less Likely
19,87500,CS,5,3.5,Long,Married,Bachelor,3.333,12,1,4,5,Less Likely
7,82000,SL,2,4.5,Short,Divorced,Bachelor,4.333,18,1,3,0,Less Likely
5,65500,SL,2,3,Medium,Married,High School,3,40,0,3,0,Less Likely
2,70500,RD,5,4,Medium,Single,Master,3.667,24,1,4,0,Less Likely
12,71500,ADM,4,4,Medium,Single,High School,3.667,56,1,4,3,Less Likely
6,69500,SL,4,4,Medium,Married,Bachelor,3.667,12,1,4,0,Less Likely
3,62000,MKT,4,3.5,Long,Single,High School,3.333,80,1,4,0,Highly Likely
10,74000,IT,4,4,Long,Married,Bachelor,3.667,12,1,3,0,Less Likely
7,59000,HR,3,4.5,Medium,Married,Bachelor,4,30,1,4,0,Highly Likely
14,63000,IT,5,4,Long,Single,Bachelor,3.667,30,1,3,7,Less Likely
13,78000,SL,3,4,Medium,Married,Bachelor,4,30,1,4,7,Less Likely
14,77500,ACC,5,3,Short,Married,High School,3.333,56,1,3,0,Less Likely
13,59000,HR,5,3.5,Long,Married,High School,3.333,88,1,3,4,Less Likely
5,82000,SL,3,4,Short,Married,Bachelor,3.667,24,1,4,0,Less Likely
4,66500,ACC,4,3.5,Short,Married,Bachelor,3.667,18,1,4,0,Less Likely
8,66000,QA,3,4,Short,Married,Bachelor,3,6,1,3,2,Less Likely
4,65500,MKT,5,4.5,Long,Married,Bachelor,4.667,30,1,4,0,Less Likely
5,48000,RD,3,4.5,Short,Married,Bachelor,3.667,6,1,4,0,Less Likely
6,69000,ADM,2,3.5,Short,Married,Bachelor,3.333,12,1,4,0,Less Likely
6,71000,MKT,3,3.5,Medium,Single,Bachelor,3.333,30,1,4,0,Less Likely
7,63000,ADM,5,3.5,Short,Married,Bachelor,3.667,30,1,4,0,Less Likely
4,52000,ADM,4,3.5,Long,Single,High School,3.333,80,1,4,0,Less Likely
12,64500,RD,5,3,Short,Divorced,Bachelor,3.333,30,1,4,4,Less Likely
3,60000,ADM,2,3,Short,Single,High School,3.667,72,1,4,0,Less Likely
4,70500,ADM,2,4,Long,Married,Bachelor,3.667,18,1,4,0,Less Likely
2,61000,ACC,4,4,Long,Divorced,High School,3.667,32,1,4,0,Highly Likely
9,65500,ADM,2,3,Long,Single,Bachelor,3,36,1,4,3,Less Likely
11,72500,PRO,4,3,Short,Divorced,High School,4,48,1,5,5,Less Likely
4,52000,PRO,3,4,Medium,Married,Bachelor,3.333,24,1,4,0,Less Likely
9,63000,RD,4,4,Medium,Divorced,High School,3.333,48,1,3,2,Less Likely
8,52000,PR,4,3.5,Long,Single,High School,4,48,1,4,2,Less Likely
3,68000,MKT,2,3.5,Medium,Married,High School,3,56,1,3,0,Less Likely
8,66500,MKT,3,3,Short,Divorced,Bachelor,3,24,1,4,2,Less Likely
15,73000,Legal,4,4,Long,Single,Bachelor,4,18,1,3,4,Highly Likely
7,59000,CS,5,3.5,Medium,Married,Master,4,24,1,4,1,Less Likely
12,55500,ACC,2,2.5,Long,Single,High School,3.667,30,1,3,3,Less Likely
8,58000,RD,2,4,Medium,Married,Bachelor,4,18,1,4,1,Less Likely
4,51000,ACC,4,4,Long,Married,High School,3.667,96,1,4,0,Less Likely
8,58500,ACC,4,4,Medium,Married,Bachelor,4,36,1,4,2,Less Likely
4,66500,IT,3,4,Long,Married,Bachelor,4,36,1,4,0,Less Likely
11,76000,MKT,5,4,Long,Married,Bachelor,3.333,30,1,3,1,Highly Likely
2,69500,MKT,2,3.5,Short,Married,Bachelor,4,30,1,4,0,Less Likely
12,70500,RD,3,3.5,Long,Married,Bachelor,3,30,1,5,6,Less Likely
12,69500,PM,3,4,Long,Single,High School,4.333,40,1,3,6,Less Likely
7,73500,MKT,3,4.5,Long,Married,Bachelor,4,30,1,4,0,Less Likely
6,69000,CS,3,4,Long,Single,Bachelor,4,12,1,3.62,0,Less Likely
5,74500,SL,3,3.5,Long,Divorced,Bachelor,3.333,24,1,4,0,Less Likely
6,65500,ACC,2,3.5,Short,Single,Bachelor,3,24,1,3.62,0,Less Likely
5,62500,RD,4,3.5,Medium,Married,Bachelor,3.667,30,1,4,0,Less Likely
8,75000,CS,4,4,Medium,Single,Master,3.333,30,1,3,2,Less Likely
10,53500,PRO,2,3.5,Long,Married,High School,3.333,96,1,3,0,Less Likely
14,73500,PR,3,4.5,Medium,Married,High School,3,72,1,2,1,Highly Likely
7,60000,QA,4,3.5,Short,Married,Bachelor,3,30,1,3.62,0,Less Likely
5,46000,ACC,2,3.5,Medium,Married,Bachelor,3.333,18,1,4,0,Less Likely
4,69500,PM,4,4,Medium,Divorced,Bachelor,4.333,30,0,5,0,Less Likely
4,67000,SL,2,3,Long,Single,Bachelor,3.667,24,1,4,0,Less Likely
6,73000,SL,4,4,Long,Divorced,Bachelor,4,30,1,3,0,Less Likely
5,78500,SL,4,3.5,Medium,Divorced,High School,4,64,1,3,0,Less Likely
10,74000,SL,2,3.5,Medium,Single,High School,3.333,72,1,3,0,Highly Likely
7,63500,MKT,3,4.5,Long,Married,Master,4,36,1,4,1,Less Likely
2,47500,Legal,2,4,Medium,Married,Bachelor,3.333,12,1,4,0,Less Likely
15,75000,RD,5,3.5,Medium,Married,Bachelor,4,24,1,3,2,Less Likely
16,73500,RD,2,3,Long,Single,Bachelor,3.333,12,1,4,4,Less Likely
5,70000,SL,3,3,Medium,Married,Bachelor,3,30,1,3,0,Less Likely
16,84000,SL,2,4,Long,Divorced,High School,3.333,88,0,4,4,Less Likely
2,56500,OPR,3,3.5,Short,Single,Bachelor,4,24,1,3.62,0,Highly Likely
6,68000,RD,2,3.5,Short,Single,Master,4,18,1,4,0,Less Likely
3,70000,Legal,3,3.5,Medium,Divorced,High School,3.333,56,1,4,0,Less Likely
5,82000,SL,4,4,Long,Married,Master,4.333,18,1,4,0,Less Likely
6,69000,ACC,2,3.5,Short,Married,Bachelor,3.667,6,1,3,0,Less Likely
24,72000,CS,2,3.5,Medium,Divorced,High School,3.667,72,1,4,0,Less Likely
14,81000,SL,3,3.5,Long,Married,Bachelor,3.333,24,1,3,5,Less Likely
8,66500,MKT,5,4,Medium,Married,Bachelor,4,36,1,4,1,Less Likely
7,58500,PRO,3,4,Medium,Married,High School,4,32,1,4,0,Highly Likely
11,73000,PR,3,3,Medium,Single,Bachelor,3.667,30,1,4,4,Less Likely
12,71500,SL,4,4,Short,Single,Bachelor,3,30,1,4,1,Less Likely
5,59000,ACC,3,4,Medium,Divorced,High School,3.333,30,1,3,0,Less Likely
9,55500,HR,5,3,Medium,Married,Bachelor,3.333,12,0,3,2,Less Likely
8,53000,OPR,4,4,Long,Single,Bachelor,4,36,1,4,0,Less Likely
17,74500,FM,4,4,Short,Married,Bachelor,3.667,18,1,4,1,Less Likely
10,65500,SL,2,3.5,Medium,Divorced,High School,3.333,40,1,3,0,Less Likely
4,70000,HR,5,4.5,Long,Divorced,Master,4.333,24,1,3,0,Less Likely
9,66500,MKT,4,3,Medium,Single,Bachelor,3.667,36,1,4,2,Less Likely
14,73000,SL,2,4,Short,Single,High School,4,88,1,4,6,Less Likely
2,57000,RD,5,4,Long,Divorced,Bachelor,3.333,30,1,3,0,Less Likely
15,71500,RD,4,3.5,Medium,Single,High School,3.667,30,1,4,3,Less Likely
13,79000,RD,4,4,Medium,Married,Bachelor,3.333,36,1,4,3,Less Likely
4,60500,CS,2,3.5,Medium,Divorced,Bachelor,3,30,1,4,0,Less Likely
14,62500,CS,4,4,Long,Divorced,High School,4,32,1,3.62,6,Less Likely
5,52000,RD,5,4,Medium,Married,High School,3.333,48,1,4,0,Less Likely
8,72000,FM,5,4.5,Medium,Single,Bachelor,3.667,36,1,4,0,Less Likely
5,66500,RD,2,4,Medium,Married,Bachelor,3.667,18,1,4,0,Less Likely
9,69000,RD,3,4,Medium,Divorced,Master,3.667,18,1,4,1,Highly Likely
9,73500,ADM,3,3.5,Medium,Divorced,Bachelor,3,30,1,3,0,Less Likely
11,70000,FM,5,4,Medium,Married,Bachelor,4,24,1,4,5,Less Likely
11,70500,SL,4,3.5,Short,Married,High School,3.667,48,1,5,0,Less Likely
6,58500,FM,3,4,Medium,Married,Bachelor,3,30,0,3,0,Less Likely
5,67500,SL,4,3.5,Medium,Married,Bachelor,3.667,12,1,4,0,Less Likely
1,51500,ACC,2,3.5,Medium,Divorced,High School,3.667,32,1,4,0,Less Likely
5,72000,PM,2,4,Long,Married,High School,3.667,56,1,5,0,Highly Likely
4,61000,ADM,3,4.5,Medium,Divorced,Master,4,30,1,4,0,Highly Likely
8,57500,HR,5,3.5,Short,Married,High School,4.333,32,1,4,1,Highly Likely
8,68000,HR,4,3.5,Medium,Single,Bachelor,3.667,24,1,3,0,Highly Likely
13,75500,ACC,3,3.5,Medium,Married,High School,3.667,88,1,4,0,Highly Likely
14,63500,IT,1,4.5,Medium,Married,Bachelor,3.667,12,1,4,3,Highly Likely
12,78500,PM,3,4.5,Short,Married,Bachelor,3.667,18,1,4,0,Highly Likely
12,70000,SL,4,4.5,Short,Married,Bachelor,4.333,18,1,3.62,4,Highly Likely
2,64500,PM,5,4,Short,Married,High School,3.667,30,0,3,0,Highly Likely
6,55000,CS,5,3,Short,Single,Bachelor,3.333,36,1,4,0,Highly Likely
6,68500,PM,2,4,Medium,Married,High School,3.333,56,1,4,0,Highly Likely
6,58000,RD,4,4,Long,Married,Bachelor,4,12,1,4,0,Highly Likely
5,52000,HR,5,3.639,Short,Single,High School,3.218,30,1,1.51,0,Highly Likely
9,70500,HR,2,4.321,Short,Married,Bachelor,2.933,17.15,1,3.97,1,Highly Likely
27,90000,ACC,2,4.143,Short,Divorced,Bachelor,3.873,23.61,0,4.76,14,Highly Likely
4,63000,HR,3,3.092,Long,Single,Bachelor,3.83,29.33,1,4.29,0,Highly Likely
4,52000,PR,2,3.879,Long,Divorced,High School,3.493,31.63,1,3.11,0,Highly Likely
3,68000,MKT,3,4.01,Medium,Divorced,Bachelor,4.097,18.04,1,3.92,0,Less Likely
4,64500,ACC,4,3.991,Short,Married,Bachelor,2.948,30,1,4.17,0,Less Likely
8,77000,RD,4,4.402,Long,Single,Bachelor,3.202,29.6,1,3.98,2,Less Likely
3,47500,ADM,2,2.688,Medium,Divorced,High School,2.478,72.09,1,3.26,0,Less Likely
3,64000,RD,2,3.426,Long,Single,High School,3.495,79.61,1,3.77,0,Less Likely
14,57500,ADM,5,4.269,Medium,Married,High School,4.043,30,1,5.1,3,Highly Likely
7,66500,MKT,2,4.206,Long,Married,Bachelor,1.734,24.24,1,4.22,1,Less Likely
11,78500,CS,2,4.53,Short,Single,Bachelor,2.785,18.46,1,4.83,0,Less Likely
7,62500,CS,5,3.404,Short,Married,Bachelor,2.682,29.02,1,3.41,0,Highly Likely
13,53500,QA,3,3.404,Short,Married,High School,3.552,72.81,1,4.75,3,Less Likely
3,52000,HR,2,3.578,Short,Divorced,High School,3.107,56.12,1,3.12,0,Highly Likely
5,63500,SL,5,3.86,Short,Married,Bachelor,3.88,24.17,1,3.6,0,Less Likely
8,67000,CS,4,3.819,Long,Married,High School,3.431,30,1,3.58,2,Less Likely
4,78000,SL,4,3.957,Medium,Married,Master,2.835,29.44,1,3.92,0,Less Likely
11,70500,SL,2,3.337,Medium,Single,Bachelor,3.041,30.36,1,4.55,3,Less Likely
3,55000,IT,5,4.573,Medium,Married,High School,3.359,64.6,1,4.87,0,Less Likely
3,64000,SL,5,2.992,Short,Married,Bachelor,2.983,30.58,1,3.42,0,Less Likely
12,77500,SL,3,3.629,Long,Married,Bachelor,3.561,5.2,1,3.62,4,Less Likely
9,63500,OPR,3,3.515,Short,Single,Bachelor,3.945,30.32,1,3.47,3,Less Likely
4,56000,PR,5,4.394,Short,Single,High School,4.506,80.51,1,2.2,0,Less Likely
7,70000,SL,3,4,Medium,Married,Bachelor,3.915,30,1,3.56,1,Highly Likely
15,70000,ACC,3,4.386,Short,Divorced,High School,2.925,89.1,1,4.06,4,Less Likely
6,53000,CS,3,2.96,Short,Single,Bachelor,3.537,12.42,1,3.13,0,Less Likely
20,70500,OPR,3,3.854,Medium,Married,Bachelor,3.176,6.52,1,3.09,7,Less Likely
8,69500,SL,4,3.24,Medium,Married,Bachelor,3.363,18.25,1,2.14,0,Less Likely
5,63500,OPR,4,4.421,Medium,Single,Bachelor,3.281,35.54,1,4.86,0,Less Likely
4,40000,QA,3,3,Medium,Single,High School,3.667,64,0,3.62,0,Highly Likely
9,63000,ADM,4,4,Short,Married,Bachelor,4.333,36,1,4,0,Less Likely
6,61500,CS,4,4.5,Long,Married,Bachelor,4,18,1,4,0,Less Likely
8,75000,RD,5,4,Medium,Married,Bachelor,4.333,6,1,3.62,2,Less Likely
7,79000,MKT,4,3.5,Short,Single,Master,4.333,24,1,4,1,Less Likely
5,60000,CS,4,4,Short,Divorced,Bachelor,3.667,18,1,5,0,Less Likely
13,77500,ACC,5,4,Long,Divorced,Bachelor,4,12,1,5,3,Less Likely
3,61000,MKT,3,3.5,Medium,Married,Bachelor,4.333,18,1,4,0,Highly Likely
13,78000,MKT,4,4,Medium,Divorced,Bachelor,4,18,1,5,2,Less Likely
8,71500,SL,4,3.5,Long,Divorced,Bachelor,3.667,36,1,3,0,Less Likely
3,69500,OPR,4,4,Long,Single,Bachelor,4.333,24,1,5,0,Less Likely
3,64000,ACC,3,4,Short,Married,Bachelor,3.667,12,1,4,0,Highly Likely
12,62500,IT,4,4,Long,Single,Bachelor,4.333,18,1,5,2,Less Likely
5,54500,OPR,4,3.5,Medium,Divorced,Bachelor,3.333,12,1,4,0,Less Likely
15,83500,RD,2,4,Long,Married,Bachelor,3.667,30,1,4,2,Highly Likely
9,75500,CS,4,4.5,Short,Divorced,Bachelor,3.667,30,1,3.62,0,Less Likely
9,65000,SL,3,4,Short,Married,High School,4,80,1,4,0,Less Likely
3,70000,RD,4,4,Long,Married,Bachelor,3.333,24,1,2,0,Less Likely
4,63000,MKT,5,4.5,Medium,Divorced,Bachelor,4.333,24,1,4,0,Less Likely
7,72500,Legal,4,4,Medium,Married,Bachelor,3.333,24,0,4,1,Highly Likely
3,57000,PR,5,5,Medium,Married,Bachelor,4.333,12,0,4,0,Less Likely
5,68000,PR,4,3.5,Medium,Single,Bachelor,3.333,12,1,5,0,Less Likely
3,62500,CS,5,3.5,Medium,Married,Bachelor,3.667,18,1,5,0,Less Likely
11,69000,PRO,3,4,Medium,Divorced,Bachelor,3.333,24,1,5,3,Highly Likely
8,64500,CS,4,4,Short,Divorced,Bachelor,4,36,1,4,2,Less Likely
9,58500,OPR,4,4,Short,Divorced,High School,4,56,1,5,1,Highly Likely
7,80000,SL,4,4,Short,Married,Master,3.667,12,0,5,1,Less Likely
4,62000,SL,4,4,Long,Married,High School,4,72,0,4,0,Highly Likely
4,62000,MKT,4,4,Short,Divorced,Master,4,30,1,4,0,Less Likely
5,62500,OPR,3,3.5,Short,Divorced,Bachelor,3,36,1,4,0,Highly Likely
8,69500,SL,4,3.5,Short,Married,Bachelor,3.667,30,1,5,2,Less Likely
3,71500,RD,5,4,Long,Married,Master,4,30,0,5,0,Less Likely
6,66500,Legal,4,3,Short,Single,Bachelor,2.667,30,1,5,0,Highly Likely
15,62500,SL,4,3.5,Medium,Divorced,High School,3.667,72,1,4,0,Less Likely
11,69000,PM,4,3.5,Short,Single,High School,4,72,1,5,3,Less Likely
6,74500,SL,4,3.5,Short,Married,Bachelor,3,12,1,4,0,Less Likely
16,73000,RD,5,4,Medium,Married,High School,4,88,1,5,4,Less Likely
13,60000,RD,5,4,Medium,Married,High School,4,72,1,5,1,Less Likely
9,70500,MKT,5,3.5,Medium,Single,High School,4,72,1,5,3,Less Likely
4,63000,PM,5,3,Medium,Single,High School,3.667,40,1,4,0,Highly Likely
2,66500,MKT,3,3,Medium,Single,Master,3.333,12,0,3.62,0,Highly Likely
7,53500,ACC,3,3.5,Medium,Divorced,High School,3.667,48,1,4,1,Less Likely
12,84500,SL,3,3.5,Medium,Married,Bachelor,4,18,1,4,4,Less Likely
8,60500,FM,3,3.5,Medium,Single,High School,3.667,40,1,4,1,Less Likely
13,74500,IT,2,4.5,Medium,Married,Bachelor,4,36,1,4,0,Less Likely
9,62000,ACC,3,4.5,Medium,Married,High School,3.333,64,1,4,3,Less Likely
7,66500,MKT,3,4,Long,Married,Bachelor,3.333,36,1,4,0,Less Likely
13,80000,PR,3,3.5,Short,Divorced,Bachelor,3.667,36,1,5,5,Less Likely
4,64000,PRO,3,3.5,Medium,Married,Bachelor,3.667,30,1,3.62,0,Less Likely
14,79000,IT,4,3,Medium,Married,High School,3,80,1,4,6,Less Likely
7,68000,RD,5,4,Long,Married,Bachelor,3.667,24,1,3,0,Highly Likely
5,74500,SL,1,3.5,Short,Divorced,Bachelor,3.333,18,1,4,0,Less Likely
8,66500,ACC,2,4,Short,Married,Bachelor,4,24,1,5,1,Less Likely
4,55000,PR,3,3.5,Medium,Married,Bachelor,3.333,30,1,4,0,Less Likely
4,55500,CS,5,4,Medium,Married,Bachelor,3.667,18,0,4,0,Less Likely
9,66000,HR,3,4,Medium,Married,Bachelor,4.333,24,1,5,2,Less Likely
8,74000,SL,3,2.5,Short,Single,High School,3,96,1,3.62,0,Less Likely
8,66500,CS,2,4,Short,Divorced,Bachelor,3.333,30,1,3.62,1,Less Likely
5,66500,PM,3,4,Medium,Married,Bachelor,4,24,1,4,0,Less Likely
9,69000,PR,1,3,Long,Single,Bachelor,3.333,24,1,4,2,Less Likely
6,61500,MKT,3,4,Medium,Married,High School,3.667,48,1,4,0,Less Likely
4,53000,ADM,3,3.5,Short,Single,High School,3.667,40,0,5,0,Less Likely
3,70000,OPR,2,4,Long,Married,Bachelor,3.667,24,1,3.62,0,Less Likely
6,68500,SL,5,3,Medium,Married,Bachelor,3.667,30,1,3.62,0,Less Likely
12,79500,RD,2,4.5,Short,Married,Bachelor,3.667,24,1,5,3,Less Likely
8,56000,CS,1,4,Medium,Married,High School,3.667,56,1,4,0,Less Likely
2,57500,Legal,3,3.5,Long,Married,High School,4,96,1,5,0,Less Likely
8,66500,HR,2,3.5,Short,Married,Bachelor,3.667,30,1,4,2,Less Likely
1,56500,QA,3,4,Medium,Married,Bachelor,3.667,12,1,4,0,Less Likely
9,77000,HR,3,3,Long,Married,Bachelor,3.333,30,1,4,2,Less Likely
12,63500,HR,2,3.5,Medium,Married,High School,3.333,48,1,4,2,Less Likely
7,62500,ADM,2,3,Medium,Single,Bachelor,3.333,18,1,4,0,Less Likely
4,67000,FM,2,4,Medium,Married,Bachelor,4,36,1,4,0,Less Likely
1,72500,SL,3,3.5,Short,Married,Bachelor,3.333,24,1,3.62,0,Less Likely
10,75500,Legal,3,3.5,Medium,Married,Bachelor,3.667,12,0,4,4,Less Likely
3,68500,RD,3,3,Short,Single,Master,3.333,30,1,5,0,Less Likely
13,73500,OPR,2,3.5,Long,Married,Bachelor,3.667,12,1,4,6,Less Likely
14,84000,SL,3,4,Medium,Divorced,Bachelor,4,18,1,4,1,Less Likely
5,65000,RD,4,3.621,Long,Married,Bachelor,3.473,18.14,1,4.67,0,Less Likely
3,48000,PR,2,4.47,Medium,Married,High School,4.276,87.95,1,6.39,0,Less Likely
6,70000,RD,3,4.066,Short,Married,Bachelor,4.038,23.69,1,3.72,0,Less Likely
5,77000,Legal,3,3.72,Medium,Divorced,High School,2.946,72.16,1,4.26,0,Less Likely
11,77500,HR,4,4.029,Long,Married,Bachelor,3.82,11.04,1,4.12,3,Less Likely
13,71000,SL,5,4.5,Short,Married,High School,4,40,1,5,2,Less Likely
11,65500,HR,5,4.5,Long,Married,Bachelor,4,6,1,3,3,Highly Likely
9,56500,CS,3,3.5,Medium,Single,Bachelor,3.667,12,1,3,2,Highly Likely
7,59500,MKT,4,4,Short,Married,Bachelor,3.667,12,1,3,1,Highly Likely
6,60000,PRO,5,3,Short,Single,High School,3.333,40,1,2,0,Highly Likely
9,71500,CS,4,4,Long,Married,Master,3.333,12,1,3,1,Highly Likely
7,66000,RD,3,4,Medium,Married,Bachelor,3.333,30,1,3.62,1,Highly Likely
11,79000,SL,5,3.5,Long,Married,Bachelor,3.333,24,1,2,1,Highly Likely
7,64500,PR,3,3.5,Medium,Single,High School,2.667,64,1,2,0,Highly Likely
7,56500,IT,3,4,Medium,Single,Bachelor,4,36,1,5,1,Highly Likely
15,73000,Legal,3,3.5,Long,Single,Bachelor,3,30,1,3,7,Highly Likely
2,51500,OPR,2,3,Short,Single,Bachelor,3,24,1,3,0,Highly Likely
13,73500,RD,3,3.5,Short,Single,High School,3,48,1,3,6,Highly Likely
5,69000,RD,3,3.5,Long,Married,High School,3,64,1,3,0,Highly Likely
9,65000,RD,5,4,Long,Married,High School,3.667,88,1,3,0,Highly Likely
13,76500,CS,4,4,Medium,Married,Bachelor,3.333,12,1,2,0,Highly Likely
8,66500,MKT,2,3.5,Short,Divorced,Bachelor,3.333,36,1,4,0,Less Likely
11,76500,SL,2,3,Short,Married,High School,3.333,64,1,4,3,Less Likely
18,78500,CS,4,3.06,Short,Married,High School,3.363,31.41,1,3.4,3,Less Likely
7,54500,CS,5,4,Short,Single,Bachelor,4,30,1,4,1,Less Likely
8,72500,MKT,2,3.5,Medium,Single,Bachelor,3,18,1,4,2,Less Likely
5,60000,OPR,3,3.5,Short,Married,Bachelor,3.667,30,1,4,0,Less Likely
11,61000,FM,3,3.5,Medium,Married,High School,3.667,72,1,5,2,Less Likely
6,56000,IT,2,4,Medium,Single,High School,3.667,88,1,4,0,Less Likely
3,61500,ACC,5,4.5,Long,Married,High School,4,32,0,4,0,Less Likely
9,76000,SL,5,5,Short,Married,Master,4,12,1,3,2,Less Likely
8,54000,RD,5,2.5,Long,Single,High School,3.333,30,1,4,1,Less Likely
6,65500,HR,2,3,Long,Married,Bachelor,3.333,12,1,4,0,Less Likely
7,81000,RD,4,3,Medium,Married,Master,3,18,1,3,0,Highly Likely
